FULL_NAME,BIRTHDAY,KS,IDENTIFY
Lê Gia Quân,26052010,63TTT 230HH 7194,63110452615
,18082014,34TTT 170HH 5321,34114659812
Nguyễn Tuấn Tỉnh,15091906,17TTT 062HH 15936,17206258651
Trịnh Thị Anh,24101983,55TTT 116HH 11275,55383241815
Trần Mạnh Anh,12071952,45TTT 184HH 13158,45252004625
Nguyễn Thị Thu Tú,13011920,47TTT 231HH 5788,47220370623
Đỗ Tùng Huy,16111903,32TTT 254HH 17590,32203210127
Trịnh Khánh Giang,23111944,15TTT 022HH 15826,15344648833
Đoàn Thị Hoàng,18081976,46TTT 203HH 9782,46276370942
Nguyễn Văn Cứu,29031901,31TTT 217HH 11433,31301444093
Nguyễn Văn Huệ,29031940,13TTT 135HH 5655,13340767317
Ngô Quang Huy,24072001,21TTT 038HH 16110,21001314817
Nguyễn Văn Khoa,13041926,13TTT 095HH 10254,13226994941
Nguyễn Thị Bình,16011965,17TTT 238HH 7710,17265647672
Phan Thị Minh,06011923,44TTT 101HH 19608,44323919899
Mai Thu Tuấn,26111983,08TTT 247HH 18645,8283942712
Nguyễn Văn Hà,12101951,61TTT 181HH 14440,61251037924
Trần Hoàng Giang,10101964,54TTT 170HH 5209,54264061069
Nguyễn Khánh Tuấn,04041986,21TTT 060HH 11823,21386088055
Phạm Thu Cẩm,08081910,12TTT 050HH 6604,12310844482
Trương Anh Mạnh,23051960,14TTT 101HH 14319,14360705051
Vũ Thị Tú,24061985,07TTT 079HH 6159,7285900250
Nguyễn Thị Vinh,04121904,61TTT 152HH 4104,61204789406
Đặng Quỳnh Ngọc,25121953,39TTT 182HH 17783,39253273607
Nguyễn Anh Hà,04031960,64TTT 234HH 172,64360586337
Phạm Thanh Anh Hằng,18031904,37TTT 061HH 16514,37204261010
Trần Minh Phượng,16011906,28TTT 122HH 19472,28206264829
Trương Thị Quý,07011948,13TTT 125HH 16016,13348673466
Trần Thị Bích Năm,15082005,45TTT 177HH 15105,45005177694
Bùi Hoàng Sơn,26091930,30TTT 162HH 19532,30330048247
Nguyễn Thùy Phương,06111911,62TTT 034HH 16702,62311424011
Trần Nam Nam,25071955,04TTT 124HH 17669,4355759412
Nguyễn Ngọc Minh Quyên,12091972,45TTT 142HH 11217,45372862463
Nguyễn Hoàng Minh Hạnh,07082003,64TTT 078HH 5434,64003518976
Đỗ Vi Hoàng,04121917,25TTT 170HH 1788,25217190061
Đinh Khôi Thuỷ,02091987,52TTT 041HH 7716,52287576993
Nguyễn Minh Giang,12041933,24TTT 142HH 10423,24233669737
Nguyễn Huy Tiến,29051972,24TTT 205HH 5145,24372951184
Phạm Thị Chinh,25091997,40TTT 122HH 16185,40397253690
Lê Thị Tuyết Bài,28052009,42TTT 246HH 12433,42109109557
Hoàng Đức Khôi Công,08032010,47TTT 196HH 5086,47010753790
Hoàng Văn Thanh,29031972,11TTT 161HH 6596,11272922605
Đặng Kiều Thanh,18021969,32TTT 157HH 7969,32269865935
Nguyễn Thị Quyên,06091907,64TTT 137HH 19363,64307055617
Bùi Thị Thành,08012016,25TTT 136HH 12843,25116279620
Nguyễn Minh Thọ,10032015,58TTT 016HH 5235,58015768812
Nguyễn Mai Tuấn,13041908,50TTT 196HH 5459,50208616345
Trương Đức Khôi Khánh,08071938,18TTT 243HH 6047,18338766002
Nguyễn Văn Linh,17101963,02TTT 158HH 3612,2363132063
Tạ Thị Khoa,29011923,19TTT 000HH 16791,19323036916
Lê Khánh Linh,18022012,05TTT 238HH 8172,5112116486
Nguyễn Thị Lâm,30021923,47TTT 179HH 11848,47223711398
Nguyễn Đức Linh,17051913,22TTT 010HH 1850,22213467073
Nguyễn Đan Nhi,23072014,63TTT 212HH 19813,63114277603
Kiều Thế Ngân,18071918,18TTT 092HH 16419,18318496003
Tạ Việt Cơ,25082017,60TTT 181HH 5998,60017720551
Vũ Thị Hạnh,23101930,01TTT 055HH 11963,1230893232
Lê Thị Bích Hà,28071979,61TTT 089HH 7023,61379393603
Nguyễn Thanh Huyền,18062004,15TTT 078HH 16212,15004483273
Nguyễn Tùng Dũng,11111995,50TTT 194HH 14325,50295591291
Nguyễn Hồng Thong,17061977,04TTT 159HH 18646,4277058525
Trần Hồng Hoàng,15101961,60TTT 061HH 9749,60361904638
Hoàng Gia Dũng,17051905,15TTT 056HH 2746,15305562614
Nguyễn Gia Thúy,04011993,07TTT 218HH 19300,7293119823
Nguyễn Diệu Dung,07011996,18TTT 219HH 14304,18396851157
Nguyễn Thị Ngọc Anh,12121994,63TTT 167HH 9913,63294894425
Trương Thị Tú,13011949,25TTT 158HH 11254,25249412459
Lưu Văn Huy,09122000,42TTT 231HH 3069,42000689950
Nguyễn Thị Bộ,31121986,39TTT 183HH 2857,39386465171
Nguyễn Thị Hương Huy,31031967,53TTT 138HH 12491,53267007494
Nguyễn Văn Hà,05111941,14TTT 152HH 3589,14341707138
Nguyễn Thúy Đức,06051969,10TTT 224HH 18255,10269029400
Hoàng Hợp Trang,13101933,02TTT 153HH 6825,2233768074
Phạm Ngọc Bảo Hỗ,17111911,19TTT 062HH 11055,19211168031
Phan Trần Khánh Hiếu,25121939,59TTT 167HH 11465,59339765847
Nguyễn Bảo Năm,26102011,09TTT 114HH 13828,9011978090
Nguyễn Văn Khánh,27071973,30TTT 142HH 4458,30273568528
Phạm Xuân Tuấn,11091944,08TTT 009HH 6681,8344801551
Nguyễn Đình Nguyên,12061952,14TTT 007HH 2807,14352452148
Trương Hoàng Minh Trinh,19071908,41TTT 099HH 7664,41308864888
Nguyễn Văn Đông,01011902,16TTT 014HH 10205,16302742109
Nguyễn Thanh Thanh,14091940,34TTT 218HH 16449,34240777652
Nguyễn Thị Phương Nguyên,14041965,20TTT 042HH 4167,20365434964
Nguyễn Xuân Hương,04031920,59TTT 033HH 16395,59320708364
Nguyễn Thị Trang,10101955,44TTT 186HH 10301,44255403279
Phạm Anh Ước,12121976,51TTT 113HH 16762,51376873029
Trần Minh Thau,09091936,01TTT 213HH 18829,1236411168
Dương Thị Thanh Quỳnh,14091907,11TTT 204HH 6174,11307896203
Nguyễn Hồng Tú,05082005,09TTT 111HH 13463,9105254575
Đoàn Thị Linh,07081968,10TTT 027HH 13710,10368914328
Lê Thị Tú,30081938,12TTT 142HH 15615,12338950811
Trần Quỳnh Tuấn,11101969,54TTT 128HH 7603,54369397770
Nguyễn Thị Ngọc,03061944,04TTT 082HH 2921,4344828862
Nguyễn Thu Cường,28101998,25TTT 190HH 12654,25398107816
Đinh Bảo Tú,04021926,25TTT 183HH 7179,25226307224
Ngô Văn Hoài,14071975,15TTT 164HH 2331,15375378288
Lê Văn Nga,05031973,04TTT 019HH 711,4273957462
Nguyễn Thị Hải,14111916,23TTT 094HH 2339,23316899283
Phạm Văn Dương,02061908,38TTT 138HH 13634,38208126495
Lưu Ngọc Tên,18071997,40TTT 122HH 6809,40397717869
Trần Thị Tiềm,09092018,55TTT 065HH 19127,55018238493
Tạ Hoàng Chung,10081917,21TTT 010HH 13767,21317150175
Pon Trà Tùng,25071991,59TTT 103HH 6245,59391594083
Nguyễn Minh Thuý,02111928,33TTT 225HH 230,33328241520
Nguyễn Thị Thấm,15011925,45TTT 207HH 5247,45225931190
Lã Khánh Tùng,10071911,13TTT 042HH 6007,13311776171
Trần Thanh Sơn,02082018,42TTT 015HH 10738,42018063443
Nguyễn Văn Trúc,11101957,40TTT 065HH 5782,40357720136
Đỗ Quang Huy,02121966,25TTT 077HH 10973,25266675984
Mạch Văn Cường,12021967,45TTT 013HH 12386,45367107169
Nguyễn Văn Tình,09061954,55TTT 234HH 9853,55354535714
Trần Văn Thư,26022009,44TTT 183HH 546,44109835150
Nguyễn Tùng Anh,09021941,30TTT 166HH 2392,30341632110
Lê Đức Giang,25091919,21TTT 179HH 3982,21219871558
Trần Thị Diệu Phong,22041992,50TTT 017HH 11797,50292099550
Lưu Danh Hùng,15111952,50TTT 253HH 8059,50252095051
Balakrishnan Thị Hiếu,31121924,17TTT 020HH 16827,17324193689
Nguyễn Hữu Loan,23111983,15TTT 096HH 1541,15383972707
Đỗ Thị Kim Quân,26071953,26TTT 072HH 1833,26353080537
Nguyễn Đức Khang,13091915,47TTT 067HH 19892,47215108284
Đặng Thị Phúc,29072015,56TTT 064HH 7249,56015167158
Phạm Duy Xuân,22041992,08TTT 162HH 14295,8392542249
Trần Ngọc Gia Diến,29081967,10TTT 213HH 9550,10367283845
Nguyễn Thị Yến,17042001,22TTT 144HH 7786,22001891968
Vũ Đình Vinh,07111963,21TTT 201HH 13850,21263455849
Đỗ Chenakottil Đạt,17081990,18TTT 027HH 3905,18390992739
Đỗ Hồng Hường,16041995,12TTT 187HH 250,12395291214
Giang Thị Đức,20042008,55TTT 048HH 6614,55108866621
Nguyễn Thị Thu Yến,28121982,19TTT 040HH 11786,19282855953
Trần Vũ Tỵ,23081944,24TTT 022HH 15153,24344882332
Nguyễn Quý Nguyên,27061964,50TTT 183HH 7761,50264582192
Phạm Thị Yến,16091920,29TTT 115HH 298,29220240824
Nguyễn Thị Châu,09121939,04TTT 062HH 5016,4239018277
Trần Văn Xuyên,18082015,33TTT 015HH 15211,33015408109
Nguyễn Thu Hoàng,07071946,60TTT 025HH 16202,60346267357
Nguyễn Đức Hưng,20051914,46TTT 121HH 4046,46214123229
Nguyễn Việt Giang,25041913,43TTT 229HH 7838,43213616513
Đào Thị Ngọc,31081931,44TTT 022HH 7827,44331312840
Tạ Thị Phượng,11031913,37TTT 259HH 7555,37213716340
Trần Ngọc Hào,07121972,47TTT 019HH 574,47372091661
Phạm Ngọc Quỳnh,09111973,23TTT 045HH 12352,23373610459
Nguyễn Hoàng Thắm,30051918,03TTT 207HH 19469,3218679910
Nguyễn Kiến Ngân,12021947,06TTT 010HH 16937,6347252350
Nguyễn Thị Hiền,08082018,04TTT 142HH 2892,4118966613
Nguyễn Thanh Trường,02091990,49TTT 092HH 8285,49290228224
Lại Thị Huế,09031903,51TTT 129HH 5889,51203591883
Nguyễn Thị Mai,06032011,52TTT 038HH 3418,52111307836
Nguyễn Văn Lâm,21111927,38TTT 228HH 5391,38227442920
Nguyễn Duy Hoà,26061966,62TTT 049HH 1652,62266089873
Lê Tài Tiếp,02071992,29TTT 209HH 2698,29392250937
Đỗ Thanh Lê,14111999,20TTT 006HH 17544,20399676639
Ngô Văn Tuấn,11061909,20TTT 179HH 15862,20209221373
Nguyễn Thùy Hoan,28041947,46TTT 081HH 1153,46247054956
Nguyễn Quốc Trúc,19111941,12TTT 152HH 3683,12341664253
Trần Thị Linh,01061941,17TTT 211HH 2092,17341377290
Nguyễn An Hoàng,08112017,58TTT 057HH 8524,58017728694
Nguyễn Thị Thảo,02071965,16TTT 108HH 3489,16265727623
Nguyễn Công Khôi Nga,26031949,31TTT 085HH 9282,31349048204
Đặng Thế Thắm,14121980,55TTT 045HH 10618,55380885964
Lê Hà Phi,27111973,49TTT 047HH 904,49273124111
Phạm Phú Hưng,24011978,48TTT 190HH 8066,48278384471
Đào Thị Phúc,15122007,34TTT 225HH 17254,34007110143
Trịnh Ngọc Trang,13081929,27TTT 252HH 4871,27329323469
Phùng Thị Bảo,17121942,60TTT 245HH 6409,60342888941
Trần Thị Hữu,26051919,34TTT 169HH 10316,34219832699
Vũ Tuấn Lâm,11121995,02TTT 037HH 15385,2395851254
Đỗ Thủy Linh,30101975,39TTT 247HH 18046,39275961846
Nguyễn Gia Hùng,31031987,53TTT 131HH 10090,53287698484
Nguyễn Ngọc Hà Thấm,26081925,12TTT 181HH 3013,12325651979
Hoàng Mạnh Bài,26111986,38TTT 169HH 14654,38286669723
Nguyễn Văn Linh,31031999,56TTT 148HH 7248,56399723539
Nguyễn Xuân Đông,31031937,15TTT 130HH 6704,15237889020
Đoàn Hoàng Thực,25081989,04TTT 115HH 16269,4389030870
Vũ Thị Đến,14011927,33TTT 084HH 16905,33327464268
Nguyễn Văn Yến,06042015,24TTT 173HH 2014,24015790948
Đoàn Khắc Gia Di,19082016,51TTT 214HH 9204,51116210791
Phan Ngọc Mạnh,15111988,17TTT 152HH 7648,17388997518
Nguyễn Hoàng Hà,25122001,54TTT 189HH 4740,54001093523
Triệu Đức Khôi Hoa,04081955,36TTT 067HH 17181,36255051896
Nguyễn Quang Liên,10121968,59TTT 245HH 2324,59368356047
Bùi Thị Liên,07051972,46TTT 220HH 17304,46272011597
Hoàng Thu Lương,22011953,43TTT 164HH 13617,43353175360
Nguyễn Văn Minh,03101941,46TTT 132HH 15276,46241155927
